vol_frac,order
0.29062729779411767, 0.05790111034060308
0.29062729779411767, 0.02354174391477537
0.29062729779411767, 0.011973899347370809
0.3141980698529412, 0.07148807115826084
0.3141980698529412, 0.04498719087657066
0.3141980698529412, 0.012760811768589564
0.34289292279411765, 0.062175715714322566
0.34289292279411765, 0.02831347979882959
0.34289292279411765, 0.009910090714322584
0.37466222426470586, 0.5714492222174962
0.37466222426470586, 0.5339935054952879
0.37466222426470586, 0.5083163959630949
0.37466222426470586, 0.4806891114225179
0.37466222426470586, 0.4525648380042304
0.37466222426470586, 0.42096674121643285
0.37466222426470586, 0.38554045623381006
0.37466222426470586, 0.3565088842260056
0.37466222426470586, 0.32327470047768236
0.37466222426470586, 0.29266372996711887
0.37466222426470586, 0.26599926400467755
0.37466222426470586, 0.23982555508448988
0.37466222426470586, 0.21373363900467734
0.37466222426470586, 0.18647325377664248
0.37466222426470586, 0.15885064311265884
0.37466222426470586, 0.13234976283096866
0.37466222426470586, 0.10584888254927849
0.37466222426470586, 0.07673063137556935
0.37466222426470586, 0.05287828116318405
0.40950597426470586, 0.6482141398482809
0.40950597426470586, 0.6117989449025649
0.40950597426470586, 0.5852980646208747
0.40950597426470586, 0.5587971843391847
0.40950597426470586, 0.5309430043349166
0.40950597426470586, 0.5152833932593724
0.4484489889705882, 0.7512852072221936
0.4484489889705882, 0.7139978961159729
0.4484489889705882, 0.6874970158342827
0.4484489889705882, 0.6647586062098696
0.4945657169117647, 0.7891295701332574
0.4945657169117647, 0.7582496270129973
0.4945657169117647, 0.7279979607655123
0.5478561580882353, 0.862335827734483
0.5478561580882353, 0.835834947452793
0.5478561580882353, 0.8093340671711028
0.5478561580882353, 0.7854505577814315
0.6113947610294117, 0.9087857412166013
0.6113947610294117, 0.872633305770592
0.6851815257352941, 0.9205013627645162
0.6851815257352941, 0.8877842266142815
0.6851815257352941, 0.8611197606518401
0.7517945772058823, 0.9963804604973594
0.6852941176470588, 0.9330015016570011
0.6852941176470588, 0.926663473487987
0.6852941176470588, 0.918212769262635
0.6852941176470588, 0.9097620650372829
0.6860294117647059, 0.9013074772162388
0.6860294117647059, 0.8928567729908867
0.6852941176470588, 0.8865226284175645
0.6852941176470588, 0.8801846002485504
0.6852941176470588, 0.8675085439105222
0.6117647058823529, 0.9143757767191386
0.6117647058823529, 0.9038123964374485
0.6117647058823529, 0.8953616922120964
0.6125, 0.8869071043910524
0.6125, 0.8763437241093623
0.6125, 0.859442315658658
0.5477941176470588, 0.8703474523612265
0.5477941176470588, 0.8597840720795362
0.5477941176470588, 0.8513333678541841
0.549264705882353, 0.8407622203811104
0.5477941176470588, 0.8302066072908039
0.5477941176470588, 0.8217559030654518
0.5477941176470588, 0.8069671706710855
0.5477941176470588, 0.7964037903893953
0.4948529411764706, 0.807246789560895
0.4948529411764706, 0.7987960853355429
0.4948529411764706, 0.7861200289975147
0.4948529411764706, 0.7776693247721626
0.4948529411764706, 0.7671059444904724
0.4948529411764706, 0.7502045360397682
0.4948529411764706, 0.739641155758078
0.4948529411764706, 0.7311904515327259
0.4477941176470588, 0.7673544946147475
0.4477941176470588, 0.7462277340513672
0.4477941176470588, 0.735664353769677
0.4477941176470588, 0.7314390016570009
0.4477941176470588, 0.7187629453189728
0.4477941176470588, 0.7039742129246066
0.4477941176470588, 0.6955235086992545
0.4477941176470588, 0.6722840720795362
0.37573529411764706, 0.5902702982601492
0.37426470588235294, 0.5628132767191384
0.37426470588235294, 0.5522498964374483
0.37426470588235294, 0.5459118682684342
0.37426470588235294, 0.5226724316487158
0.37426470588235294, 0.5142217274233638
0.37426470588235294, 0.4973203189726595
0.37426470588235294, 0.4888696147473074
0.37426470588235294, 0.4656301781275891
0.37426470588235294, 0.44450341756420875
0.37426470588235294, 0.4318273612261806
0.375, 0.3980206607290804
0.375, 0.3811192522783762
0.375, 0.3747812241093621
0.375, 0.3747812241093621
0.375, 0.36421784382767186
0.37426470588235294, 0.3473203189726596
0.37426470588235294, 0.33886961474730737
0.37426470588235294, 0.33041891052195527
0.37426470588235294, 0.3114048260149129
0.37426470588235294, 0.30506679784589896
0.37426470588235294, 0.29450341756420884
0.37426470588235294, 0.2776020091135045
0.37426470588235294, 0.2607006006628003
0.37426470588235294, 0.2522498964374482
0.37426470588235294, 0.23957384009942007
0.375, 0.22900657622203813
0.375, 0.21633051988400998
0.375, 0.20787981565865787
0.375, 0.19942911143330577
0.375, 0.18886573115161576
0.375, 0.17407699875724947
0.375, 0.16562629453189737
0.375, 0.15295023819386921
0.375, 0.14238685791217898
0.375, 0.136048829743165
0.375, 0.12337277340513686
0.375, 0.12337277340513686
0.375, 0.11069671706710871
0.37426470588235294, 0.10013722038111017
0.37426470588235294, 0.08957384009941993
0.37426470588235294, 0.08323581193040597
0.37426470588235294, 0.07478510770505387
0.37573529411764706, 0.05787593206296604
0.37573529411764706, 0.06632663628831814
0.3426470588235294, 0.07917745443247726
0.3426470588235294, 0.07917745443247726
0.3426470588235294, 0.07917745443247726
0.3426470588235294, 0.06861407415078702
0.3426470588235294, 0.058050693869097
0.3426470588235294, 0.043261961474730715
0.3426470588235294, 0.03692393330571653
0.3426470588235294, 0.0326985811930407
0.3426470588235294, 0.024247876967688375
0.3426470588235294, 0.020022524855012547
0.31323529411764706, 0.08144547431648697
0.31470588235294117, 0.06031094656172331
0.31470588235294117, 0.04129686205468097
0.31470588235294117, 0.03284615782932909
0.31470588235294117, 0.030733481772990956
0.3154411764705882, 0.01382818972659483
0.28970588235294115, 0.07311904515327239
0.28970588235294115, 0.06255566487158237
0.28970588235294115, 0.049879608533554
0.2904411764705882, 0.0414250207125102
0.2904411764705882, 0.02663628831814413
